Código,Descripción,tipo,grupo,nivel,padre,es_titular,prefijo
403060000000,SERVICIOS DE TRANSPORTE Y ALMACENAJE,T,EGRESO,2,403000000000,True,403
403060100000,Fletes y embalajes,D,EGRESO,3,403060000000,False,403
403060200000,Almacenaje,D,EGRESO,3,403060000000,False,403
403060300000,Estacionamiento,D,EGRESO,3,403060000000,False,403
403060400000,Peaje,D,EGRESO,3,403060000000,False,403
403060500000,Servicios de protección en traslado de fondos y de mensajería,D,EGRESO,3,403060000000,False,403
403070000000,"SERVICIOS DE INFORMACION, IMPRESIÓN Y RELACIONES PUBLICAS",T,EGRESO,2,403000000000,True,403
403070100000,Publicidad y propaganda,D,EGRESO,3,403070000000,False,403
403070200000,Imprenta y reproducción,D,EGRESO,3,403070000000,False,403
403070300000,Relaciones sociales,D,EGRESO,3,403070000000,False,403
403070400000,Avisos,D,EGRESO,3,403070000000,False,403
403080000000,PRIMAS Y OTROS GASTOS DE SEGUROS Y COMISIONES BANCARIAS,T,EGRESO,2,403000000000,True,403
403080100000,PRIMAS Y GASTOS DE SEGUROS,T,EGRESO,3,403080000000,True,403
403080100001,Primas y gastos de seguros de personas,D,EGRESO,4,403080100000,False,403
403080100002,Primas y gastos de seguros de automoviles,D,EGRESO,4,403080100000,False,403
403080100003,Primas y gastos de seguros patrimoniales,D,EGRESO,4,403080100000,False,403
403080100004,Primas y gastos de seguros de fianzas,D,EGRESO,4,403080100000,False,403
403080100099,Otras primas y gastos de seguros,D,EGRESO,4,403080100000,False,403
403080200000,Comisiones y gastos bancarios,D,EGRESO,3,403080000000,False,403
403080300000,Comisiones y gastos de adquisición de seguros,D,EGRESO,3,403080000000,False,403
403090000000,VIATICOS Y PASAJES,T,EGRESO,2,403000000000,True,403
403090100000,VIATICOS Y PASAJES DENTRO DEL PAIS,T,EGRESO,3,403090000000,True,403
403090100100,Viaticos y pasajes dentro del pais personal docente y de investigacion,D,EGRESO,4,403090100000,False,403
403090100300,Viaticos y pasajes dentro del pais personal auxiliar docente e investigacion,D,EGRESO,4,403090100000,False,403
403090100500,Viaticos y pasajes dentro del pais personal administrativo,D,EGRESO,4,403090100000,False,403
403090100700,Viaticos y pasajes dentro del pais personal obrero,D,EGRESO,4,403090100000,False,403
403090100900,Viaticos y pasajes dentro del pais estudiantes,D,EGRESO,4,403090100000,False,403
403090100999,Otros viaticos y pasajes dentro del pais,D,EGRESO,4,403090100000,False,403
403090200000,VIATICOS Y PASAJES FUERA DEL PAIS,T,EGRESO,3,403090000000,True,403
403090200100,Viaticos y pasajes fuera del pais personal docente y de investigacion,D,EGRESO,4,403090200000,False,403
403090200300,Viaticos y pasajes fuera del pais personal auxiliar docente y de investigacion,D,EGRESO,4,403090200000,False,403
403090200500,Viaticos y pasajes fuera del pais personal administrativo,D,EGRESO,4,403090200000,False,403
403090200700,Viaticos y pasajes fuera del pais personal obrero,D,EGRESO,4,403090200000,False,403
403090200900,Viaticos y pasajes fuera del pais estudiantes,D,EGRESO,4,403090200000,False,403
403090200999,Otros viaticos y pasajes fuera del pais,D,EGRESO,4,403090200000,False,403
403090300000,ASIGNACION POR KILOMETROS RECORRIDOS,T,EGRESO,3,403090000000,True,403
403090300100,Asignacion por kilometros recorridos personal docente y de investigacion,D,EGRESO,4,403090300000,False,403
403090300300,Asignacion por kilometros recorridos personal auxiliar docente y de investigacion,D,EGRESO,4,403090300000,False,403
403090300500,Asignacion por kilometros recorridos personal administrativo,D,EGRESO,4,403090300000,False,403
403090300700,Asignacion por kilometros recorridos personal obrero,D,EGRESO,4,403090300000,False,403
403090300900,Asignacion por kilometros recorridos estudiantes,D,EGRESO,4,403090300000,False,403
403090300999,Otras asignaciones por kilometros recorridos,D,EGRESO,4,403090300000,False,403
403100000000,"SERVICIOS PROFESIONALES, TECNICOS Y DEMAS OFICIOS Y OCUPACIONES",T,EGRESO,2,403000000000,True,403
403100100000,Servicios jurídicos,D,EGRESO,3,403100000000,False,403
403100200000,Servicios de contabilidad y auditoría,D,EGRESO,3,403100000000,False,403
403100300000,Servicios de procesamiento de datos,D,EGRESO,3,403100000000,False,403
403100400000,Servicios de ingeniería y arquitectónicos,D,EGRESO,3,403100000000,False,403
403100500000,"Servicios médicos, odontológicos y otros servicios de sanidad",D,EGRESO,3,403100000000,False,403
403100600000,Servicios de veterinaria,D,EGRESO,3,403100000000,False,403
403100700000,Servicios de capacitación y adiestramiento,D,EGRESO,3,403100000000,False,403
403100800000,Servicios presupuestarios,D,EGRESO,3,403100000000,False,403
403100900000,Servicios de lavandería y tintorería,D,EGRESO,3,403100000000,False,403
403101000000,Servicios de vigilancia y seguridad,D,EGRESO,2,403000000000,False,403
403101100000,Servicios para la elaboración y suministro de comida,D,EGRESO,3,403101000000,False,403
403109900000,Otros servicios profesionales y técnicos,D,EGRESO,3,403000000000,False,403
403110000000,CONSERVACION Y REPARACIONES MENORES DE MAQUINARIA Y EQUIPOS,T,EGRESO,2,403000000000,True,403
403110100000,"Conservación y reparaciones menores de maquinaria y demás equipos de construcción, campo, industria y taller",D,EGRESO,3,403110000000,False,403
403110200000,"Conservación y reparaciones menores de equipos de transporte, tracción y elevación",D,EGRESO,3,403110000000,False,403
403110300000,Conservación y reparaciones menores de equipos de comunicaciones y de señalamiento,D,EGRESO,3,403110000000,False,403
403110400000,"Conservación y reparaciones menores de equipos médico-quirúrgicos, dentales y de veterinaria",D,EGRESO,3,403110000000,False,403
403110500000,"Conservación y reparaciones menores de equipos científicos, religiosos, de enseñanza y recreación",D,EGRESO,3,403110000000,False,403
403110600000,"Conservación y reparaciones menores de equipos y armamentos de orden público, seguridad y defensa nacional",D,EGRESO,3,403110000000,False,403
403110700000,"Conservación y reparaciones menores de máquinas, muebles y demás equipos de oficina y alojamiento",D,EGRESO,3,403110000000,False,403
403119900000,Conservación y reparaciones menores de otras maquinaria y equipos,D,EGRESO,3,403000000000,False,403
403120000000,CONSERVACION Y REPARACIONES MENORES DE OBRAS,T,EGRESO,2,403000000000,True,403
403120100000,Conservación y reparaciones menores de obras en bienes del dominio privado,D,EGRESO,3,403120000000,False,403
403120200000,Conservación y reparaciones menores de obras en bienes del dominio público,D,EGRESO,3,403120000000,False,403
403130000000,SERVICIOS DE CONTRUCCIONES TEMPORALES,T,EGRESO,2,403000000000,True,403
403130100000,Servicios de construcciones temporales,D,EGRESO,3,403130000000,False,403
403140000000,SERVICIOS DE CONTRUCCION DE EDIFICACIONES PARA LA VENTA,T,EGRESO,2,403000000000,True,403
403140100000,Servicios de construcción de edificaciones para la venta,D,EGRESO,3,403140000000,False,403
403150000000,SERVICIOS FISCALES,T,EGRESO,2,403000000000,True,403
403150100000,Derechos de importación y servicios aduaneros,D,EGRESO,3,403150000000,False,403
403150200000,Tasas y otros derechos obligatorios,D,EGRESO,3,403150000000,False,403
403150300000,Asignación a agentes de especies fiscales,D,EGRESO,3,403150000000,False,403
403159900000,Otros servicios fiscales,D,EGRESO,3,403000000000,False,403
403160000000,"SERVICIOS DE DIVERSION, ESPARCIMIENTO Y CULTURALES",T,EGRESO,2,403000000000,True,403
403160100000,"Servicios de diversión, esparcimiento y culturales",D,EGRESO,3,403160000000,False,403
403170000000,SERVICIOS DE GESTION ADMINISTRATIVA PRESTADOS POR ORGANISMOS DE ASISTENCIA TECNICA,T,EGRESO,2,403000000000,True,403
403170100000,Servicios de gestión administrativa prestados por organismos de asistencia técnica,D,EGRESO,3,403170000000,False,403
403180000000,IMPUESTOS INDIRECTOS,T,EGRESO,2,403000000000,True,403
403180100000,Impuesto al valor agregado,D,EGRESO,3,403180000000,False,403
403189900000,Otros impuestos indirectos,D,EGRESO,3,403000000000,False,403
403190000000,COMISIONES POR SERVICIOS PARA CUMPLIR CON LOS BENEFICIOS SOCIALES,T,EGRESO,2,403000000000,True,403
403190100000,Comisiones por servicios para cumplir con los beneficios sociales,D,EGRESO,3,403190000000,False,403
403990000000,OTROS SERVICIOS NO PERSONALES,T,EGRESO,2,403000000000,True,403
403990100000,Otros servicios no personales,D,EGRESO,3,403990000000,False,403
404000000000,ACTIVOS REALES,T,EGRESO,1,400000000000,True,404
404010000000,"REPUESTOS, REPARACIONES, MEJORAS Y ADICIONES MAYORES",T,EGRESO,2,404000000000,True,404
404010100000,REPUESTOS MAYORES,T,EGRESO,3,404010000000,True,404
404010101000,"Repuestos mayores para maquinaria y demás equipos de construcción, campo, industria y taller",D,EGRESO,3,404010000000,False,404
404010102000,"Repuestos mayores para equipos de transporte, tracción y elevación",D,EGRESO,3,404010000000,False,404
404010103000,Repuestos mayores para equipos de comunicaciones y de señalamiento,D,EGRESO,3,404010000000,False,404
404010104000,"Repuestos mayores para equipos médico-quirúrgicos, dentales y de veterinaria",D,EGRESO,3,404010000000,False,404
404010105000,"Repuestos mayores para equipos científicos, religiosos, de enseñanza y recreación",D,EGRESO,3,404010000000,False,404
404010106000,"Repuestos mayores para equipos y armamentos de orden público, seguridad y defensa",D,EGRESO,3,404010000000,False,404
404010107000,"Repuestos mayores para máquinas, muebles y demás equipos de oficina y alojamiento",D,EGRESO,3,404010000000,False,404
404010199000,Repuestos mayores para otras maquinaria y equipos,D,EGRESO,3,404010000000,False,404
404010200000,"REPARACIONES, MEJORAS Y ADICIONES MAYORES DE MAQUINARIA Y EQUIPOS",T,EGRESO,3,404010000000,True,404
404010201000,"Reparaciones, mejoras y adiciones mayores de maquinaria y demás equipos de construcción, campo, industria y taller",D,EGRESO,3,404010000000,False,404
404010202000,"Reparaciones, mejoras y adiciones mayores de equipos de transporte, tracción y elevación",D,EGRESO,3,404010000000,False,404
404010203000,"Reparaciones, mejoras y adiciones mayores de equipos de comunicaciones y de señalamiento",D,EGRESO,3,404010000000,False,404
404010204000,"Reparaciones, mejoras y adiciones mayores de equipos médico - quirúrgicos, dentales y de veterinaria",D,EGRESO,3,404010000000,False,404
404010205000,"Reparaciones, mejoras y adiciones mayores de equipos científicos, religiosos, de enseñanza y recreación",D,EGRESO,3,404010000000,False,404
404010206000,"Reparaciones, mejoras y adiciones mayores de equipos y armamentos de orden público, seguridad y defensa nacional",D,EGRESO,3,404010000000,False,404
404010207000,"Reparaciones, mejoras y adiciones mayores de máquinas, muebles y demás equipos de oficina y alojamiento",D,EGRESO,3,404010000000,False,404
404010299000,"Reparaciones, mejoras y adiciones mayores de otras maquinaria y equipos",D,EGRESO,3,404010000000,False,404
404020000000,"CONSERVACION, AMPLIACIONES Y MEJORAS MAYORES DE OBRAS",T,EGRESO,2,404000000000,True,404
404020100000,"Conservación, ampliaciones y mejoras mayores de obras en bienes del dominio privado",D,EGRESO,3,404020000000,False,404
404020200000,"Conservación, ampliaciones y mejoras mayores de obras en bienes del dominio público",D,EGRESO,3,404020000000,False,404
404030000000,"MAQUINARIA Y DEMAS EQUIPOS DE CONTRUCCION, CAMPO, INDUSTRIA Y TALLER",T,EGRESO,2,404000000000,True,404
404030100000,Maquinaria y demás equipos de construcción y mantenimiento,D,EGRESO,3,404030000000,False,404
404030200000,Maquinaria y equipos para mantenimiento de automotores,D,EGRESO,3,404030000000,False,404
404030300000,Maquinaria y equipos agrícolas y pecuarios,D,EGRESO,3,404030000000,False,404
404030400000,Maquinaria y equipos de artes gráficas y reproducción,D,EGRESO,3,404030000000,False,404
404030500000,Maquinaria y equipos industriales y de taller,D,EGRESO,3,404030000000,False,404
404030600000,Maquinaria y equipos de energía,D,EGRESO,3,404030000000,False,404
404030700000,Maquinaria y equipos de riego y acueductos,D,EGRESO,3,404030000000,False,404
404030800000,Equipos de almacén,D,EGRESO,3,404030000000,False,404
404039900000,"Otra maquinaria y demás equipos de construcción, campo, industria y taller",D,EGRESO,3,404000000000,False,404
404040000000,"EQUIPOS DE TRANSPORTE, TRACCION Y ELEVACION",T,EGRESO,2,404000000000,True,404
404040100000,Vehículos automotores terrestres,D,EGRESO,3,404040000000,False,404
404040200000,Equipos ferroviarios y de cables aéreos,D,EGRESO,3,404040000000,False,404
404040300000,Equipos marítimos de transporte,D,EGRESO,3,404040000000,False,404
404040400000,Equipos aéreos de transporte,D,EGRESO,3,404040000000,False,404
404040500000,Vehículos de tracción no motorizados,D,EGRESO,3,404040000000,False,404
404040600000,Equipos auxiliares de transporte,D,EGRESO,3,404040000000,False,404
404049900000,"Otros equipos de transporte, tracción y elevación",D,EGRESO,3,404000000000,False,404
404050000000,EQUIPOS DE COMUNICACIONES Y DE SEÑALAMIENTO,T,EGRESO,2,404000000000,True,404
404050100000,Equipos de telecomunicaciones,D,EGRESO,3,404050000000,False,404
404050200000,Equipos de señalamiento,D,EGRESO,3,404050000000,False,404
404050300000,Equipos de control de tráfico aéreo,D,EGRESO,3,404050000000,False,404
404050400000,Equipos de correo,D,EGRESO,3,404050000000,False,404
404059900000,Otros equipos de comunicaciones y de señalamiento,D,EGRESO,3,404000000000,False,404
404060000000,"EQUIPOS MEDICO-QUIRURGICOS, DENTALES Y DE VETERINARIA",T,EGRESO,2,404000000000,True,404
404060100000,"Equipos médico - quirúrgicos, dentales y de veterinaria",D,EGRESO,3,404060000000,False,404
404069900000,"Otros equipos médico - quirúrgicos, dentales y de veterinaria",D,EGRESO,3,404000000000,False,404
404070000000,"EQUIPOS CIENTIFICOS, RELIGIOSOS, DE ENSEÑANZA Y RECREACION",T,EGRESO,2,404000000000,True,404
404070100000,Equipos científicos y de laboratorio,D,EGRESO,3,404070000000,False,404
404070200000,"Equipos de enseñanza, deporte y recreación",D,EGRESO,3,404070000000,False,404
404070300000,Obras de arte,D,EGRESO,3,404070000000,False,404
404070400000,"Libros, revistas y otros instrumentos de enseñanzas",D,EGRESO,3,404070000000,False,404
404070500000,Equipos religiosos,D,EGRESO,3,404070000000,False,404
404070600000,Instrumentos musicales y equipos de audio,D,EGRESO,3,404070000000,False,404
404079900000,"Otros equipos científicos, religiosos, de enseñanza y recreación",D,EGRESO,3,404000000000,False,404
404080000000,"EQUIPOS Y ARMAMENTOS DE ORDEN PUBLICO, SEGURIDAD Y DEFENSA",T,EGRESO,2,404000000000,True,404
404080100000,"Equipos y armamentos de orden público, seguridad y defensa nacional",D,EGRESO,3,404080000000,False,404
404080200000,Equipos y armamentos de seguridad para la custodia y resguardo personal,D,EGRESO,3,404080000000,False,404
404089900000,"Otros equipos y armamentos de orden público, seguridad y defensa",D,EGRESO,3,404000000000,False,404
404090000000,"MAQUINAS, MUEBLES Y DEMAS EQUIPOS DE OFICINA Y ALOJAMIENTO",T,EGRESO,2,404000000000,True,404
404090100000,Mobiliario y equipos de oficina,D,EGRESO,3,404090000000,False,404
404090200000,Equipos de computación,D,EGRESO,3,404090000000,False,404
404090300000,Mobiliario y equipos de alojamiento,D,EGRESO,3,404090000000,False,404
404099900000,"Otras máquinas, muebles y demás equipos de oficina y alojamiento",D,EGRESO,3,404000000000,False,404
404100000000,SEMOVIENTES,T,EGRESO,2,404000000000,True,404
404100100000,Semovientes,D,EGRESO,3,404100000000,False,404
404110000000,"IINMUEBLES, MAQUINARIA Y EQUIPOS USADOS",T,EGRESO,2,404000000000,True,404
404110100000,Adquisición de tierras y terrenos,D,EGRESO,3,404110000000,False,404
404110200000,Adquisición de edificios e instalaciones,D,EGRESO,3,404110000000,False,404
404110300000,Expropiación de tierras y terrenos,D,EGRESO,3,404110000000,False,404
404110400000,Expropiación de edificios e instalaciones,D,EGRESO,3,404110000000,False,404
404110500000,ADQUISICION DE MAQUINARIA Y EQUIPOS USADOS,T,EGRESO,3,404110000000,True,404
404110501000,"Maquinaria y demás equipos de construcción, campo, industria y taller",D,EGRESO,3,404110000000,False,404
404110502000,"Equipos de transporte, tracción y elevación",D,EGRESO,3,404110000000,False,404
404110503000,Equipos de comunicaciones y de señalamiento,D,EGRESO,3,404110000000,False,404
404110504000,"Equipos médico - quirúrgicos, dentales y de veterinaria",D,EGRESO,3,404110000000,False,404
404110505000,"Equipos científicos, religiosos, de enseñanza y recreación",D,EGRESO,3,404110000000,False,404
404110506000,Equipos para seguridad pública,D,EGRESO,3,404110000000,False,404
404110507000,"Máquinas, muebles y demás equipos de oficina y alojamiento",D,EGRESO,3,404110000000,False,404
404110599000,Otras maquinaria y equipos usados,D,EGRESO,3,404110000000,False,404
404120000000,ACTIVOS INTANGIBLES,T,EGRESO,2,404000000000,True,404
404120100000,Marcas de fábrica y patentes de invención,D,EGRESO,3,404120000000,False,404
404120200000,Derechos de autor,D,EGRESO,3,404120000000,False,404
404120300000,Gastos de organización,D,EGRESO,3,404120000000,False,404
404120400000,Paquetes y programas de computación,D,EGRESO,3,404120000000,False,404
404120500000,Estudios y proyectos,D,EGRESO,3,404120000000,False,404
404129900000,Otros activos intangibles,D,EGRESO,3,404000000000,False,404
404130000000,ESTUDIOS Y PROYECTOS PARA INVERSION EN ACTIVOS FIJOS,T,EGRESO,2,404000000000,True,404
404130100000,Estudios y proyectos aplicables a bienes del dominio privado,D,EGRESO,3,404130000000,False,404
404130200000,Estudios y proyectos aplicables a bienes del dominio público,D,EGRESO,3,404130000000,False,404
404140000000,CONTRATACION DE INSPECCION DE OBRAS,T,EGRESO,2,404000000000,True,404
404140100000,Contratación de inspección de obras de bienes del dominio privado,D,EGRESO,3,404140000000,False,404
404140200000,Contratación de inspección de obras de bienes del dominio público,D,EGRESO,3,404140000000,False,404
404150000000,CONSTRUCCIONES DEL DOMINIO PRIVADO,T,EGRESO,2,404000000000,True,404
404150100000,Construcciones de edificaciones médico-asistenciales,D,EGRESO,3,404150000000,False,404
404150200000,Construcciones de edificaciones militares y de seguridad,D,EGRESO,3,404150000000,False,404
404150300000,"Construcciones de edificaciones educativas, religiosas y recreativas",D,EGRESO,3,404150000000,False,404
404150400000,Construcciones de edificaciones culturales y deportivas,D,EGRESO,3,404150000000,False,404
404150500000,Construcciones de edificaciones para oficina,D,EGRESO,3,404150000000,False,404
404150600000,Construcciones de edificaciones industriales,D,EGRESO,3,404150000000,False,404
404150700000,Construcciones de edificaciones habitacionales,D,EGRESO,3,404150000000,False,404
404159900000,Otras construcciones del dominio privado,D,EGRESO,3,404000000000,False,404
404160000000,CONSTRUCCIONES DEL DOMINIO PUBLICO,T,EGRESO,2,404000000000,True,404
404160100000,Construcción de vialidad,D,EGRESO,3,404160000000,False,404
404160200000,"Construcción de plazas, parques y similares",D,EGRESO,3,404160000000,False,404
404160300000,Construcciones de instalaciones hidráulicas,D,EGRESO,3,404160000000,False,404
404160400000,Construcciones de puertos y aeropuertos,D,EGRESO,3,404160000000,False,404
404169900000,Otras construcciones del dominio público,D,EGRESO,3,404000000000,False,404
404990000000,OTROS ACTIVOS REALES,T,EGRESO,2,404000000000,True,404
404990100000,Otros activos reales,D,EGRESO,3,404990000000,False,404
405000000000,ACTIVOS FINANCIEROS,T,EGRESO,1,400000000000,True,405
405010000000,APORTES EN ACCIONES Y PARTICIPACIONES DE CAPITAL,T,EGRESO,2,405000000000,True,405
405010100000,Aportes en acciones y participaciones de capital al sector privado,T,EGRESO,3,405010000000,True,405
405010200000,APORTES EN ACCIONES Y PARTICIPACIONES DE CAPITAL AL SECTOR PUBLICO,T,EGRESO,3,405010000000,True,405
405010201000,Aportes en acciones y participaciones de capital a entes descentralizados sin fines empresariales,T,EGRESO,3,405010000000,True,405
405010202000,Aportes en acciones y participaciones de capital a instituciones de protección social,T,EGRESO,3,405010000000,True,405
405010203000,Aportes en acciones y participaciones de capital a entes descentralizados con fines empresariales petroleros,T,EGRESO,3,405010000000,True,405
405010204000,Aportes en acciones y participaciones de capital a entes descentralizados con fines empresariales no petroleros,T,EGRESO,3,405010000000,True,405
405010205000,Aportes en acciones y participaciones de capital a entes descentralizados financieros bancarios,T,EGRESO,3,405010000000,True,405
405010206000,Aportes en acciones y participaciones de capital a entes descentralizados financieros no bancarios,T,EGRESO,3,405010000000,True,405
405010207000,Aportes en acciones y participaciones de capital a organismos del sector público para el pago de su deuda,T,EGRESO,3,405010000000,True,405
405010300000,APORTES EN ACCIONES Y PARTICIPACIONES DE CAPITAL AL SECTOR EXTERNO,T,EGRESO,3,405010000000,True,405
405010301000,Aportes en acciones y participaciones de capital a organismos internacionales,T,EGRESO,3,405010000000,True,405
405010399000,Otros aportes en acciones y participaciones de capital al sector externo,T,EGRESO,3,405010000000,True,405
405020000000,ADQUISICION DE TITULOS Y VALORES QUE NO OTORGAN PROPIEDAD,T,EGRESO,2,405000000000,True,405
405020100000,ADQUISICION DE TITULOS Y VALORES A CORTO PLAZO,T,EGRESO,3,405020000000,True,405
405020101000,Adquisición de títulos y valores privados,T,EGRESO,3,405020000000,True,405
405020102000,Adquisición de títulos y valores públicos,T,EGRESO,3,405020000000,True,405
405020103000,Adquisición de títulos y valores externos,T,EGRESO,3,405020000000,True,405
405020200000,ADQUSICION DE TITULOS Y VALORES A LARGO PLAZO,T,EGRESO,3,405020000000,True,405
405020201000,Adquisición de títulos y valores privados,T,EGRESO,3,405020000000,True,405
405020202000,Adquisición de títulos y valores públicos,T,EGRESO,3,405020000000,True,405
405020203000,Adquisición de títulos y valores externos,T,EGRESO,3,405020000000,True,405
405030000000,CONCESION DE PRESTAMOS A CORTO PLAZO,T,EGRESO,2,405000000000,True,405
405030100000,Concesión de préstamos al sector privado a corto plazo,T,EGRESO,3,405030000000,True,405
405030200000,CONCESION DE PRESTAMOS AL SECTOR PUBLICO A CORTO PLAZO,T,EGRESO,3,405030000000,True,405
405030201000,Concesión de préstamos a la República,T,EGRESO,3,405030000000,True,405
405030202000,Concesión de préstamos a entes descentralizados sin fines empresariales,T,EGRESO,3,405030000000,True,405
405030203000,Concesión de préstamos a instituciones de protección social,T,EGRESO,3,405030000000,True,405
405030204000,Concesión de préstamos a entes descentralizados con fines empresariales petroleros,T,EGRESO,3,405030000000,True,405
405030205000,Concesión de préstamos a entes descentralizados con fines empresariales no petroleros,T,EGRESO,3,405030000000,True,405
405030206000,Concesión de préstamos a entes descentralizados financieros bancarios,T,EGRESO,3,405030000000,True,405
405030207000,Concesión de préstamos a entes descentralizados financieras no bancarios,T,EGRESO,3,405030000000,True,405
405030208000,Concesión de préstamos al Poder Estadal,T,EGRESO,3,405030000000,True,405
405030209000,Concesión de préstamos al Poder Municipal,T,EGRESO,3,405030000000,True,405
405030300000,CONCESION DE PRESTAMOS AL SECTOR EXTERNO A CORTO PLAZO,T,EGRESO,3,405030000000,True,405
405030301000,Concesión de préstamos a instituciones sin fines de lucro,T,EGRESO,3,405030000000,True,405
405030302000,Concesión de préstamos a gobiernos extranjeros,T,EGRESO,3,405030000000,True,405
405030303000,Concesión de préstamos a organismos internacionales,T,EGRESO,3,405030000000,True,405
405040000000,CONCESION DE PRESTAMOS A LARGO PLAZO,T,EGRESO,2,405000000000,True,405
405040100000,Concesión de préstamos al sector privado a largo plazo,T,EGRESO,3,405040000000,True,405
405040200000,CONCESION DE PRESTAMOS AL SECTOR PUBLICO A LARGO PLAZO,T,EGRESO,3,405040000000,True,405
405040201000,Concesión de préstamos a la República,T,EGRESO,3,405040000000,True,405
405040202000,Concesión de préstamos a entes descentralizados sin fines empresariales,T,EGRESO,3,405040000000,True,405
405040203000,Concesión de préstamos a instituciones de protección social,T,EGRESO,3,405040000000,True,405
405040204000,Concesión de préstamos a entes descentralizados con fines empresariales petroleros,T,EGRESO,3,405040000000,True,405
405040205000,Concesión de préstamos a entes descentralizados con fines empresariales no petroleros,T,EGRESO,3,405040000000,True,405
405040206000,Concesión de préstamos a entes descentralizados financieros bancarios,T,EGRESO,3,405040000000,True,405
405040207000,Concesión de préstamos a entes descentralizados financieros no bancarios,T,EGRESO,3,405040000000,True,405
405040208000,Concesión de préstamos al Poder Estadal,T,EGRESO,3,405040000000,True,405
405040209000,Concesión de préstamos al Poder Municipal,T,EGRESO,3,405040000000,True,405
405040300000,CONCESION DE PRESTAMOS AL SECTOR EXTERNO A LARGO PLAZO,T,EGRESO,3,405040000000,True,405
405040301000,Concesión de préstamos a instituciones sin fines de lucro,T,EGRESO,3,405040000000,True,405
405040302000,Concesión de préstamos a gobiernos extranjeros,T,EGRESO,3,405040000000,True,405
405040303000,Concesión de préstamos a organismos internacionales,T,EGRESO,3,405040000000,True,405
405050000000,INCREMENTO DE DISPONIBILIDADES,T,EGRESO,2,405000000000,True,405
405050100000,Incremento en caja,T,EGRESO,3,405050000000,True,405
405050200000,Incremento en bancos,T,EGRESO,3,405050000000,True,405
405050201000,Incremento en bancos públicos,T,EGRESO,3,405050000000,True,405
405050202000,Incremento en bancos privados,T,EGRESO,3,405050000000,True,405
405050203000,Incremento en bancos del exterior,T,EGRESO,3,405050000000,True,405
405050300000,Incremento de inversiones temporales,T,EGRESO,3,405050000000,True,405
405060000000,IINCREMENTO DE CUENTAS POR COBRAR A CORTO PLAZO,T,EGRESO,2,405000000000,True,405
405060100000,Incremento de cuentas comerciales por cobrar a corto plazo,T,EGRESO,3,405060000000,True,405
405060200000,Incremento de rentas por recaudar a corto plazo,T,EGRESO,3,405060000000,True,405
405060300000,INCREMENTO DE DEUDAS POR RENDIR,T,EGRESO,3,405060000000,True,405
405060301000,Incremento de deudas por rendir de fondos en avance,T,EGRESO,3,405060000000,True,405
405060302000,Incremento de deudas por rendir de fondos en anticipo,T,EGRESO,3,405060000000,True,405
405069900000,Incremento de otras cuentas por cobrar a corto plazo,T,EGRESO,3,405000000000,True,405
405070000000,INCREMENTO DE EFECTOS POR COBRAR A CORTO PLAZO,T,EGRESO,2,405000000000,True,405
405070100000,Incremento de efectos comerciales por cobrar a corto plazo,T,EGRESO,3,405070000000,True,405
405079900000,Incremento de otros efectos por cobrar a corto plazo,T,EGRESO,3,405000000000,True,405
405080000000,INCREMENTO DE CUENTAS POR COBRAR A MEDIANO Y LARGO PLAZO,T,EGRESO,2,405000000000,True,405
405080100000,Incremento de cuentas comerciales por cobrar a mediano y largo plazo,T,EGRESO,3,405080000000,True,405
405080200000,Incremento de rentas por recaudar a mediano y largo plazo,T,EGRESO,3,405080000000,True,405
405089900000,Incremento de otras cuentas por cobrar a mediano y largo plazo,T,EGRESO,3,405000000000,True,405
405090000000,INCREMENTO DE EFECTOS POR COBRAR A MEDIANO Y LARGO PLAZO,T,EGRESO,2,405000000000,True,405
405090100000,Incremento de efectos comerciales por cobrar a mediano y largo plazo,T,EGRESO,3,405090000000,True,405
405099900000,Incremento de otros efectos por cobrar a mediano y largo plazo,T,EGRESO,3,405000000000,True,405
405100000000,"INCREMENTO DE FONDOS EN AVANCE, EN ANTICIPOS Y EN FIDEICOMISO",T,EGRESO,2,405000000000,True,405
405100100000,Incremento de fondos en avance,T,EGRESO,3,405100000000,True,405
405100200000,Incremento de fondos en anticipos,T,EGRESO,3,405100000000,True,405
405100300000,Incremento de fondos en fideicomiso,T,EGRESO,3,405100000000,True,405
405100400000,Incremento de anticipos a proveedores,T,EGRESO,3,405100000000,True,405
405100500000,Incremento de anticipos a contratistas por contratos de corto plazo,T,EGRESO,3,405100000000,True,405
405100600000,Incremento de anticipos a contratistas por contratos de mediano y largo plazo,T,EGRESO,3,405100000000,True,405
405110000000,INCREMENTO DE ACTIVOS DIFERIDOS A CORTO PLAZO,T,EGRESO,2,405000000000,True,405
405110100000,INCREMENTO DE GASTOS A CORTO PLAZO PAGADOS POR ANTICIPADO,T,EGRESO,3,405110000000,True,405
405110101000,Incremento de intereses de la deuda pública interna a corto plazo pagados por anticipado,T,EGRESO,3,405110000000,True,405
405110102000,Incremento de intereses de la deuda pública externa a corto plazo pagados por anticipado,T,EGRESO,3,405110000000,True,405
405110103000,Incremento de otros intereses a corto plazo pagados por anticipado,T,EGRESO,3,405110000000,True,405
405110104000,Incremento de débitos por apertura de carta de crédito a corto plazo,T,EGRESO,3,405110000000,True,405
405110199000,Incremento de otros gastos a corto plazo pagados por anticipado,T,EGRESO,3,405110000000,True,405
